filename,Mouth,Nasal,Skin,Stool
ID_ABHFUP,6.210977304743501e-05,0.9994901637153797,4.70202807928802e-05,0.000400706230780024
ID_ADBLNY,5.665020116153646e-05,0.9996119060412456,3.841471992139061e-05,0.0002930290376714551
ID_AFAEMB,0.9920921749495278,0.00027561589302632606,0.007395654318547485,0.0002365548388982824
ID_AFBBWK,0.9997953271421883,3.5659153535230514e-05,0.00013908268347939703,2.9931020797051562e-05
ID_AGHEZK,0.9989262997474574,0.00013265776107936332,0.0008243483524082521,0.00011669413905499438
ID_AGKIYB,9.780293738176955e-05,1.6168476037383407e-05,0.9998718435214768,1.4185065104027401e-05
ID_AIQHUX,3.9289661082827216e-05,0.000555316775651462,7.374876168141993e-05,0.9993316448015843
ID_AIVFAZ,4.089026670834359e-05,0.0019394997912952161,5.377612924438283e-05,0.9979658338127521
ID_AJCBOB,0.0001018650666387034,0.0030448915205666498,9.503089888453014e-05,0.9967582125139102
ID_AJGVTS,0.9997274235599057,2.976328505091478e-05,0.0002170013849636027,2.581177007972267e-05
ID_AJKHOU,4.19063392222967e-05,0.9996088625122345,6.474115483184344e-05,0.0002844899937112874
ID_AKDVQI,8.590195290718362e-05,0.9994033024579528,4.521668941594192e-05,0.00046557889972402425
ID_AKIAKB,7.87879316780147e-05,0.0010086805139864709,7.014877375301055e-05,0.9988423827805825
ID_AKWSZD,4.773203284490132e-05,0.0007335429057967392,4.0021387064245755e-05,0.9991787036742942
ID_ALGOGQ,0.00010118455244294988,2.8956967757141817e-05,0.9998433033020386,2.6555177761253023e-05
ID_ALHTER,9.066203082320366e-05,0.0016909637293887091,9.609771316573476e-05,0.9981222765266224
ID_AMSOXU,0.759068129122792,0.0011934845311876098,0.23869640846527274,0.0010419778807475785
ID_AMUYDZ,3.884184549812718e-05,0.9996009904151452,7.346324310763528e-05,0.0002867044962490586
ID_ANSGID,0.0021449359484672186,6.652774783668801e-05,0.9977346040777355,5.393222596066421e-05
ID_AOQGWN,0.0006418331091740577,6.188332992760096e-05,0.9992349984915392,6.12850693590296e-05
ID_AQDZLZ,7.673364286099874e-05,0.9994594444401111,8.213681505772924e-05,0.00038168510197010303
ID_ARCTEP,6.740248392524618e-05,0.9995201796846676,5.712670170887802e-05,0.0003552911296984716
ID_ARGCHE,6.280090562002336e-05,0.9995702513731987,8.532206653206132e-05,0.0002816256546492094
ID_ASNCNV,0.00014875192058429946,1.4963987015885068e-05,0.9998223564958854,1.3927596514536797e-05
ID_ATFRKF,0.0005049876578415758,0.9891619578261661,0.0004133158053786573,0.009919738710613621
ID_AUPWYI,5.9524252601925604e-05,0.000705683903162991,8.185009066533868e-05,0.9991529417535697
ID_AUUTWM,9.986145349693273e-05,3.350466422776173e-05,0.9998363217451255,3.0312137149711995e-05
ID_AVMUKC,0.009680692624012688,0.00024344795311363675,0.9898435942790763,0.0002322651437972747
ID_AVZMAJ,4.9675486698553625e-05,0.9994973927154447,0.00010886894020238124,0.0003440628576542994
ID_AWDNCQ,5.9839004773085214e-05,0.9994965612235203,3.756231654116324e-05,0.00040603745516542314
ID_AWHBEB,4.229522071152884e-05,0.0017613849047662135,4.942863551685452e-05,0.9981468912390055
ID_AWINYS,4.000475318075572e-05,0.002123597419484949,4.87237603711811e-05,0.9977876740669631
ID_AWUOPA,4.1189196577045516e-05,0.9995852708591083,6.987220893504304e-05,0.0003036677353795252
ID_AYOAPD,0.9990562797549514,5.062087184928944e-05,0.0008544799052700111,3.8619467929285953e-05
ID_AYRSVB,0.9997517069125417,3.477610667007293e-05,0.00018415594886424065,2.9361031923927178e-05
ID_AYUWST,4.5006368820171793e-05,0.0006373072797670103,5.81205329095324e-05,0.9992595658185033
ID_BAFNRW,6.301411601085846e-05,0.0016294575980909435,9.057691865940737e-05,0.9982169513672388
ID_BBHQDM,0.00010659866129564453,1.6347175354124814e-05,0.9998627123134497,1.4341849900417449e-05
ID_BBHZGN,0.9961847167023573,0.00019984371385968385,0.0034634571372470536,0.00015198244653586484
ID_BBZYDO,7.145024793683583e-05,3.064596456292219e-05,0.9998689582664907,2.894552100951411e-05
ID_BCGAMY,0.08623796163587553,0.0003438424333391103,0.9130380072645959,0.000380188666189426
ID_BEHPUD,6.984516474454615e-05,0.0008689108059279386,7.334491448100941e-05,0.9989878991148465
ID_BFALNR,0.997180976546348,0.00018012436164947137,0.002485512950701694,0.00015338614130083782
ID_BFHWMT,0.9989734763877579,5.6594445837173116e-05,0.0009205015115282399,4.942765487651481e-05
ID_BGAGEX,0.0001442609893660524,4.572325103575506e-05,0.9997636099948162,4.640576478196535e-05
ID_BGAQPG,0.05266611674292462,0.0005802989976767973,0.9461126115940139,0.000640972665384625
ID_BGUKXP,4.899605206194227e-05,0.999618371947392,6.0406970410458394e-05,0.0002722250301355347
ID_BGXBIY,6.326745553722371e-05,0.0013244391139191794,5.275614179396898e-05,0.9985595372887496
ID_BGXNSA,8.775728504325173e-05,0.0010534034963014826,0.00016382815512149335,0.9986950110635338
ID_BIVMAZ,0.9988229192140065,3.576555457883766e-05,0.001110173304173368,3.114192724132405e-05
ID_BIZXXH,4.9664809757990266e-05,0.9995969749781141,7.96031722722825e-05,0.00027375703985570366
ID_BLOYRU,0.0002438242530569941,1.575733827361536e-05,0.9997261302382445,1.4288170424873105e-05
ID_BMLXGW,7.58987722995303e-05,4.367898414145023e-05,0.9998427940074811,3.762823607794893e-05
ID_BMMBCB,0.0003954144182587356,2.783970604622123e-05,0.9995504011367422,2.6344738952838275e-05
ID_BMOTBZ,0.9998988215930907,1.504506373270286e-05,7.348782358343978e-05,1.2645519593109873e-05
ID_BMTDZO,5.074028687090978e-05,0.9996236229707179,4.4060418285372276e-05,0.00028157632412575593
ID_BNMXEV,4.529348926395707e-05,8.242760298443918e-06,0.9999386069461035,7.856804334088504e-06
ID_BNPBKM,5.124761825152957e-05,8.07662857504632e-06,0.9999335898933578,7.085859815724434e-06
ID_BNZPZI,5.720397069783412e-05,0.9996098078075208,4.223958510057204e-05,0.0002907486366807629
ID_BPZJQD,4.307993969665862e-05,0.001652730698206986,4.9075648650472365e-05,0.9982551137134459
ID_BQALZS,0.8038838111039569,0.0017832701392788534,0.19297673047787162,0.0013561882788926526
ID_BRQVGL,0.021866069330564963,0.00030529682875188926,0.977531752953707,0.00029688088697618707
ID_BRXQMI,0.0005393151777333193,6.0762408235873266e-05,0.9993419511331332,5.797128089764577e-05
ID_BSCLTL,0.9987785729529115,5.175868696970139e-05,0.0011260871906334474,4.358116948528198e-05
ID_BSFZJR,0.0002395470775429889,0.9980249994575455,0.00020085584744112254,0.0015345976174704087
ID_BSKTJR,0.00013066317468715,0.9974729641413115,4.139892535326277e-05,0.002354973758648175
ID_BSUSJN,0.9874670234369801,0.000691315315439136,0.011270771525308794,0.0005708897222719627
ID_BTVXGK,4.016554524020628e-05,0.0009716511905364878,4.021465200524532e-05,0.998947968612218
